CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECION,CP,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,COMUN
78710,TERRASSA EST,41.5675296,2.03963639,"Passeig del Camp del Roure, S/N",8227,TERRASSA,BARCELONA,ESPAÑA,SI,NO,
78800,MONTCADA-BIFURCACIÓ,41.4698402,2.18001578,"Ctra. Nacional 152, S/N",8041,MONTCADA I REIXAC,BARCELONA,ESPAÑA,SI,NO,
78801,TORRE DEL BARÓ-VALLBONA,41.4609684,2.18102036,"Vallcivera, S/N",8033,BARCELONA,BARCELONA,ESPAÑA,SI,NO,
78802,FABRA I PUIG,41.4303481,2.18332907,"Avda. Meridiana, 416",8030,BARCELONA,BARCELONA,ESPAÑA,SI,NO,
78804,BARCELONA-ARC DE TRIOMF,41.3919048,2.18063916,"Passeig. Sant Joan, S/N",8010,BARCELONA,BARCELONA,ESPAÑA,SI,NO,
78805,BARCELONA-PLAÇA DE CATALUNYA,41.3879231,2.16970383,"Pl. Catalunya, S/N",8002,BARCELONA,BARCELONA,ESPAÑA,SI,NO,
78806,BARCELONA-LA SAGRERA-MERIDIANA,41.421848,2.18711031,"C/ Meridiana 416, Esquina Hondures",8027,BARCELONA,BARCELONA,ESPAÑA,SI,NO,BARCE
79004,BARCELONA-SANT ANDREU,41.4361251,2.19319866,"Pl. Estació, S/N",8030,BARCELONA,BARCELONA,ESPAÑA,SI,NO,BARCE
79005,MONTCADA I REIXAC,41.4842254,2.1880892,"C/ Generalitat, S/N",8110,MONTCADA I REIXAC,BARCELONA,ESPAÑA,SI,NO,
79006,MOLLET-SANT FOST,41.5335634,2.21766516,"Ronda Orient, 1",8100,MOLLET DEL VALLÈS,BARCELONA,ESPAÑA,SI,NO,
79007,MONTMELÓ,41.5496523,2.24544407,"Miquel Biada, S/N",8160,MONTMELÓ,BARCELONA,ESPAÑA,SI,NO,
79009,BARCELONA-EL CLOT,41.4092979,2.18719759,"Pl. Canonge Rodó, S/N",8026,BARCELONA,BARCELONA,ESPAÑA,SI,NO,BARCE
79011,LA LLAGOSTA,41.5104566,2.19973279,"C/ Estacio, S/N",8120,LLAGOSTA (LA),BARCELONA,ESPAÑA,SI,NO,
79100,GRANOLLERS-CENTRE,41.5997447,2.29126962,"Pla. Josep Serrat I Bonastre, 5",8400,GRANOLLERS,BARCELONA,ESPAÑA,SI,NO,
79101,CARDEDEU,41.6367012,2.35626265,"C/ Jaume I, S/N",8440,CARDEDEU,BARCELONA,ESPAÑA,SI,NO,
79102,LLINARS DEL VALLÈS,41.6380367,2.40445769,"C/ Montserrat Cullell, S/N",8450,LLINARS DEL VALLÈS,BARCELONA,ESPAÑA,SI,NO,
79103,PALAUTORDERA,41.6719522,2.45421488,"Carretera Local Bv-5301, Km. 1, Santa María de Palautordera, (Barcelona",8460,SANTA MARIA DE PALAUTORDERA,BARCELONA,ESPAÑA,SI,NO,
79104,SANT CELONI,41.6857928,2.49072799,"Pl. de L'Estacio, S/N",8470,SANT CELONI,BARCELONA,ESPAÑA,SI,NO,
79105,GUALBA,41.7181901,2.53878373,"Barri D L'Estacio, S/N",8470,GUALBA,BARCELONA,ESPAÑA,SI,NO,
79106,RIELLS I VIABREA-BREDA,41.7263582,2.56889584,"Mossèn Pere Ribot, S/N",17404,RIELLS I VIABREA,GIRONA,ESPAÑA,SI,NO,
79107,HOSTALRIC,41.747788,2.63165011,"Baixada de L'Estació, S/N",17450,HOSTALRIC,GIRONA,ESPAÑA,SI,NO,
79109,LES FRANQUESES-GRANOLLERS NORD,41.6172549,2.2944318,"Provença Cantonada Amb Arago, S/N",8521,FRANQUESES DEL VALLÈS (LES),BARCELONA,ESPAÑA,SI,NO,
79200,MAÇANET-MASSANES,41.7724212,2.67385865,"C/ Estació de Ferrocarril, S/N",17412,MASSANES,GIRONA,ESPAÑA,SI,NO,
79202,SILS,41.8075996,2.74500729,"Pl. de L'Estació, S/N",17410,SILS,GIRONA,ESPAÑA,SI,NO,
79203,CALDES DE MALAVELLA,41.84111,2.80076692,"Av. Doctor Forest, S/N",17455,CALDES DE MALAVELLA,GIRONA,ESPAÑA,SI,NO,
79204,RIUDELLOTS,41.896297,2.81157037,"C/ Veinat de L'Estació, S/N",17457,RIUDELLOTS DE LA SELVA,GIRONA,ESPAÑA,SI,NO,
79205,FORNELLS DE LA SELVA,41.935043,2.80978324,"C/ Caterina Albert, S/N",17458,FORNELLS DE LA SELVA,GIRONA,ESPAÑA,SI,NO,
79300,GIRONA,41.9793629,2.81693689,"Pl. Espanya, S/N",17002,GIRONA,GIRONA,ESPAÑA,SI,NO,
79301,CELRÀ,42.0271984,2.87490587,"Ctra. de Juià, 45",17460,CELRÀ,GIRONA,ESPAÑA,SI,NO,
79302,BORDILS-JUIÀ,42.0370568,2.91529561,"Ctra. Vella, S/N",17462,BORDILS,GIRONA,ESPAÑA,SI,NO,
79303,FLAÇÀ,42.047477,2.95740315,"Pla. Estacio del Carrilet, S/N",17463,FLAÇÀ,GIRONA,ESPAÑA,SI,NO,
79304,SANT JORDI DESVALLS,42.0683023,2.96447664,"C/ de L'Estació, S/N",17464,SANT JORDI DESVALLS,GIRONA,ESPAÑA,SI,NO,
79305,CAMALLERA,42.1223297,2.96536522,"C/ Estació Ferrocarril, S/N",17465,"SAUS, CAMALLERA I LLAMPAIES",GIRONA,ESPAÑA,SI,NO,
79306,SANT MIQUEL DE FLUVIÀ,42.1721019,2.98959828,"Ctra. Gi-622 - Estació Ferrocarril, S/N",17475,SANT MIQUEL DE FLUVIÀ,GIRONA,ESPAÑA,SI,NO,
79308,VILAMALLA,42.216362,2.97776423,"Cami de L'Estació, S/N",17469,VILAMALLA,GIRONA,ESPAÑA,SI,NO,
79309,FIGUERES,42.2651134,2.96880074,"Pl. Estacio Ferrocarril, S/N",17600,FIGUERES,GIRONA,ESPAÑA,SI,NO,
79311,VILAJUÏGA,42.3256691,3.08754626,"Passeig de L'Estació, S/N",17493,VILAJUÏGA,GIRONA,ESPAÑA,SI,NO,
79312,LLANÇÀ,42.3666194,3.1489746,"Pl. L'Estació Ferrocarril, S/N",17490,LLANÇÀ,GIRONA,ESPAÑA,SI,NO,
79314,COLERA,42.4068837,3.15434316,"C/ Pujada Estació, S/N",17496,COLERA,GIRONA,ESPAÑA,SI,NO,
79315,PORTBOU,42.4245908,3.15801841,"C/ Claudi Planas, S/N",17497,PORTBOU,GIRONA,ESPAÑA,SI,NO,PORTB
79316,CERBÈRE,42.441664,3.16314935,Rue Lamartine,,PORTBOU,GIRONA,ESPAÑA,SI,NO,PORTB
79333,FIGUERES.BUS,42.26459,2.967444,,,FIGUERES,GIRONA,ESPAÑA,NO,NO,
79400,BARCELONA ESTACIÓ DE FRANÇA,41.3844866,2.18534785,"Av. Marques de L'Argentera, S/N",8003,BARCELONA,BARCELONA,ESPAÑA,SI,NO,BARCE
79403,SANT ADRIÀ DE BESÒS,41.4244316,2.23048178,"Avg. Eduard Maristany, S/N",8930,SANT ADRIÀ DE BESÒS,BARCELONA,ESPAÑA,SI,NO,
79404,BADALONA,41.4458838,2.24892096,"Pla. Roca I Pi, 1",8911,BADALONA,BARCELONA,ESPAÑA,SI,NO,
79405,MONTGAT,41.4630211,2.2721551,"C/. Marina, S/N",8390,MONTGAT,BARCELONA,ESPAÑA,SI,NO,
79406,MONTGAT-NORD,41.468786,2.28669661,"Ctra. N-Ii, S/N",8390,MONTGAT,BARCELONA,ESPAÑA,SI,NO,
79407,EL MASNOU,41.4770363,2.3103772,"Ctra. N-Ii, S/N",8320,MASNOU (EL),BARCELONA,ESPAÑA,SI,NO,
79408,OCATA,41.4790211,2.31953267,"Ctra. N-Ii, S/N",8320,MASNOU (EL),BARCELONA,ESPAÑA,SI,NO,
79409,PREMIÀ DE MAR,41.4877522,2.35485608,"Cami Ral, S/N",8330,PREMIÀ DE MAR,BARCELONA,ESPAÑA,SI,NO,
79410,VILASSAR DE MAR,41.5006285,2.38986104,"Sant Jaume, S/N",8340,VILASSAR DE MAR,BARCELONA,ESPAÑA,SI,NO,
79412,CABRERA DE MAR-VILASSAR DE MAR,41.5067718,2.40162431,"Avda. Maresme, S/N",8349,CABRERA DE MAR,BARCELONA,ESPAÑA,SI,NO,
79500,MATARÓ,41.5333852,2.44553025,"Avg.del Maresme, S/N",8301,MATARÓ,BARCELONA,ESPAÑA,SI,NO,
79501,SANT ANDREU DE LLAVANERES,41.5555467,2.49826463,"Ctra. Nacional Ii, S/N",8392,SANT ANDREU DE LLAVANERES,BARCELONA,ESPAÑA,SI,NO,
79502,CALDES D'ESTRAC,41.5686082,2.52598143,"C/ Callao --- Ctra. Nacional Ii, S/N",8393,CALDES D'ESTRAC,BARCELONA,ESPAÑA,SI,NO,
79600,ARENYS DE MAR,41.577699,2.54933744,"Platja de J.b.cassa, S/N",8350,ARENYS DE MAR,BARCELONA,ESPAÑA,SI,NO,
79601,CANET DE MAR,41.5866691,2.58128887,"C/ del Mar, 11",8360,CANET DE MAR,BARCELONA,ESPAÑA,SI,NO,
79602,SANT POL DE MAR,41.6017549,2.62459756,"Pl. Estacio, S/N",8395,SANT POL DE MAR,BARCELONA,ESPAÑA,SI,NO,
79603,CALELLA,41.6146911,2.66599517,"C/ Anselm Clave, S/N",8370,CALELLA,BARCELONA,ESPAÑA,SI,NO,
79604,PINEDA DE MAR,41.6224449,2.69355042,"Pl. de L'Estacio, S/N",8397,PINEDA DE MAR,BARCELONA,ESPAÑA,SI,NO,
79605,MALGRAT DE MAR,41.641602,2.74127903,"Passeig Llevant, 1",8380,MALGRAT DE MAR,BARCELONA,ESPAÑA,SI,NO,
79606,BLANES,41.6736157,2.7692697,"C/ Estació, S/N",17300,BLANES,GIRONA,ESPAÑA,SI,NO,
79607,TORDERA,41.7071687,2.71957063,"Av. San Pere, 91",8490,TORDERA,BARCELONA,ESPAÑA,SI,NO,
79608,SANTA SUSANA,41.6300971,2.7159698,"Passeig del Mar, S/N",8398,SANTA SUSANNA,BARCELONA,ESPAÑA,SI,NO,
80001,ALTSASU-PUEBLO,42.893283,-2.167429,"C/ Venta Abajo, 2",31800,ALTSASU/ALSASUA,NAVARRA,ESPAÑA,SI,NO,
80003,ETXARRI-ARANATZ,42.911138,-2.071245,"Ctra. Na - 120 --- Estación Ferrocarril, S/N",31820,ETXARRI-ARANATZ,NAVARRA,ESPAÑA,NO,NO,
80005,UHARTE-ARAKIL,42.920606,-1.974814,"C/ Estación Ferrocarril, S/N",31840,UHARTE-ARAKIL,NAVARRA,ESPAÑA,NO,NO,
80100,PAMPLONA/IRUÑA,42.824877,-1.661419,"Pla. Estación Ferrocarril, S/N",31012,PAMPLONA/IRUÑA,NAVARRA,ESPAÑA,NO,NO,
80102,CIZURMAYOR,42.797463,-1.67747,,,CIZUR,NAVARRA,ESPAÑA,NO,NO,
80103,NOAIN,42.754878,-1.636491,,,NOÁIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR),NAVARRA,ESPAÑA,NO,NO,
80104,BIURRUN-CAMPANAS,42.689669,-1.65337,,,BIURRUN-OLCOZ,NAVARRA,ESPAÑA,NO,NO,
80105,CARRASCAL,42.656321,-1.649899,,,UNZUÉ/UNTZUE,NAVARRA,ESPAÑA,NO,NO,
80106,GARINOAIN,42.598655,-1.650581,,,GARÍNOAIN,NAVARRA,ESPAÑA,NO,NO,
80108,TAFALLA,42.525756,-1.671467,"Ctra. Na-132 - Paseo de las Ruedas, S/N",31300,TAFALLA,NAVARRA,ESPAÑA,NO,NO,
80109,OLITE-ERRIBERRI,42.484989,-1.649964,"C/ Estación de Ferrocarril, 25",31390,OLITE/ERRIBERRI,NAVARRA,ESPAÑA,NO,NO,
80111,PITILLAS,42.425092,-1.630686,,,PITILLAS,NAVARRA,ESPAÑA,NO,NO,
80113,CAPARROSO,42.379415,-1.646494,,,CAPARROSO,NAVARRA,ESPAÑA,NO,NO,
80114,MARCILLA DE NAVARRA,42.334851,-1.717418,"Ctra. Na -128 --- Estación de Ferrocarril, S/N",31340,MARCILLA,NAVARRA,ESPAÑA,NO,NO,
80115,VILLAFRANCA DE NAVARRA,42.280734,-1.745716,"Avda. Miguel de Cervantes, S/N",31330,VILLAFRANCA,NAVARRA,ESPAÑA,NO,NO,
80116,MILAGRO,42.242615,-1.734594,,,MILAGRO,NAVARRA,ESPAÑA,NO,NO,
81002,HARO,42.583635,-2.849396,"C/ Estación Ferrocarril, S/N",26200,HARO,"RIOJA, LA",ESPAÑA,NO,NO,
81010,CENICERO SAN ISIDRO,42.485295,-2.630829,,,CENICERO,"RIOJA, LA",ESPAÑA,NO,NO,
81011,HARO EL PARDO,42.577529,-2.842814,,,HARO,"RIOJA, LA",ESPAÑA,NO,NO,
81100,LOGROÑO,42.457459,-2.442193,"Avda. de Colon, 83",26003,LOGROÑO,"RIOJA, LA",ESPAÑA,NO,NO,
81101,RECAJO,42.44977,-2.330121,,,AGONCILLO,"RIOJA, LA",ESPAÑA,NO,NO,
81102,AGONCILLO,42.443585,-2.291701,"C/ José Maria de la Vega, S/N",26160,AGONCILLO,"RIOJA, LA",ESPAÑA,NO,NO,
81103,ARRÚBAL,42.430394,-2.256918,,,ARRÚBAL,"RIOJA, LA",ESPAÑA,NO,NO,
81105,ALCANADRE,42.407437,-2.122094,"Ctra. Estación, 49",26509,ALCANADRE,"RIOJA, LA",ESPAÑA,NO,NO,
81106,FÉCULAS-NAVARRA,42.411148,-2.098196,"Ctra. Na - 6540 --- Estación Ferrocarril, S/N",31580,LODOSA,NAVARRA,ESPAÑA,NO,NO,
81108,CALAHORRA,42.310458,-1.957755,"Avda. Estación Ferrocarril, S/N",26500,CALAHORRA,"RIOJA, LA",ESPAÑA,NO,NO,
81109,RINCÓN DE SOTO,42.230011,-1.847473,"C/ Estación Ferrocarril, 2",26550,RINCÓN DE SOTO,"RIOJA, LA",ESPAÑA,NO,NO,
81110,ALFARO,42.186525,-1.747985,"Avda. de la Vía, S/N",26540,ALFARO,"RIOJA, LA",ESPAÑA,NO,NO,
81200,CASTEJÓN DE EBRO,42.172719,-1.692114,"C/ Jeronimo Marco, 1",31590,CASTEJÓN,NAVARRA,ESPAÑA,NO,NO,
81202,TUDELA DE NAVARRA,42.059434,-1.597931,"Pza. Estación Ferrocarril, S/N",31500,TUDELA,NAVARRA,ESPAÑA,NO,NO,
81203,RIBAFORADA,41.997038,-1.515097,"C/ Parlamento Navarro, 45",31550,RIBAFORADA,NAVARRA,ESPAÑA,NO,NO,
81205,CORTES DE NAVARRA,41.915076,-1.420439,"Ctra. Na - 5200 --- Estación Ferrocarril, S/N",31530,CORTES,NAVARRA,ESPAÑA,NO,NO,
81206,GALLUR,41.867164,-1.321342,"C/ Virgen del Pilar, 2",50650,GALLUR,ZARAGOZA,ESPAÑA,NO,NO,
81207,LUCENI,41.826116,-1.243536,"Av. Francisco de Goya, 56",50640,LUCENI,ZARAGOZA,ESPAÑA,NO,NO,
81208,PEDROLA,41.805198,-1.201673,"C/ Edificio Diseminados, 18",50690,PEDROLA,ZARAGOZA,ESPAÑA,NO,NO,
81209,CABAÑAS DE EBRO,41.788065,-1.167533,"C/ Estación Ferrocarril, S/N",50638,CABAÑAS DE EBRO,ZARAGOZA,ESPAÑA,NO,NO,
81210,ALAGÓN,41.771422,-1.112771,"C/ Estación Ferrocarril, S/N",50630,ALAGÓN,ZARAGOZA,ESPAÑA,NO,NO,
82100,SORIA,41.754754,-2.476537,"C/ Ctra. Madrid, S/N",42005,SORIA,SORIA,ESPAÑA,NO,NO,
83002,TURÍN P.S.,45.07396,7.667588,,,TURIN,,ITALIA,NO,NO,
83005,BARDONECCHIA,45.076301,6.709685,,,BARDONECCHIA,,ITALIA,NO,NO,
83008,NOVARA,45.4508192,8.62521171,,,NOVARA,,ITALIA,NO,NO,
83111,MILÁN C.,45.48529,9.203453,,,MILÁN,,ITALIA,NO,NO,
84100,COSCURITA,41.439805,-2.469695,,,TARODA,SORIA,ESPAÑA,NO,NO,
84101,ALMAZÁN-VILLA,41.489019,-2.525375,"Avda. Estación Ferrocarril, 9",42200,ALMAZÁN,SORIA,ESPAÑA,NO,NO,
84103,TARDELCUENDE,41.593525,-2.639337,"Avda. Estación Ferrocarril, S/N",42294,TARDELCUENDE,SORIA,ESPAÑA,NO,NO,
84104,QUINTANA REDONDA,41.639726,-2.609682,"C/ Estación Ferrocarril, S/N",42291,QUINTANA REDONDA,SORIA,ESPAÑA,NO,NO,
85031,BERN,46.94909,7.438323,,,BERNA,,SUIZA,NO,NO,
85200,ZURICH HB,47.378156,8.540239,,,ZURICH,,SUIZA,NO,NO,
85410,FRIBOURG,46.803071,7.151198,,,FRIBOURG,,SUIZA,NO,NO,
85444,GENEVE,46.210101,6.142817,,,GENEVE,,SUIZA,NO,NO,
85550,LAUSANNE,46.517237,6.629262,,,LAUSANNE,,SUIZA,NO,NO,
87004,ORLEANS-LES.AUBRAIS,47.926832,1.906758,Canton de Fleury Les Aubrais,,ORLEANS,,FRANCIA,NO,NO,
87011,PARIS-AUSTERLITZ,48.8424,2.3664,55 Quai D'Austerlitz,,PARIS,DESCONOCIDO,FRANCIA,NO,NO,
87034,LIMOGES,45.836245,1.267419,,,LIMOGES,,FRANCIA,NO,NO,
87049,LYON PERRACHE,45.7485434,4.8231329,,,LYON,,FRANCIA,NO,NO,LYON-
87067,VALENCE VILLE,,,,,VALENCE,,FRANCIA,NO,NO,VALFR
87078,BEZIERS,43.336221,3.218973,"Boulevard de Verdun, 14",,BEZIERS,,FRANCIA,NO,NO,
87081,POITIERS,46.5822042,0.33300161,Boulevard Grand Cerf,,POITIERS,,FRANCIA,NO,NO,
87088,NARBONNE,43.190253,3.005716,Boulevard Frederic Mistral,,NARBONA,DESCONOCIDO,FRANCIA,NO,NO,
87089,MARSEILLE ST CHARLES,43.30349,5.382236,Square Narvik,,MARSEILLE,,FRANCIA,NO,NO,
87100,MONTPELLIER SUD DE FRANCE,43.5951821,3.9216961,,,MONTPELLIER,DESCONOCIDO,FRANCIA,NO,NO,MONTP
87101,NIMES PONT DU GARD,43.8168789,4.3617439,,,NIMES,,FRANCIA,NO,NO,NIMES
87173,MONTPELLIER SAINT-ROCH,43.604852,3.880491,Place Auguste Gibert Bp,,MONTPELLIER,DESCONOCIDO,FRANCIA,NO,NO,MONTP
87175,SETE,43.412808,3.69641,78 Place Cambon,,SETE,,FRANCIA,NO,NO,
87287,AGDE,43.317424,3.466125,Rue de la Digue,,AGDE,,FRANCIA,NO,NO,
87302,NIMES,43.832291,4.365845,Boulevart Sergent Triaire,,NIMES,,FRANCIA,NO,NO,NIMES
87303,LYON PART DIEU,45.760281,4.859801,Place Chales Beraudier,,LYON,,FRANCIA,NO,NO,LYON-
87374,PERPIGNAN,42.696421,2.880381,Place Salvador Dali,,PERPIGNAN,,FRANCIA,NO,NO,
87546,BLOIS(FR),47.585435,1.323735,"Place de la Gare, 70",,BLOIS,,FRANCIA,NO,NO,
87635,MARNEE CHESSY,,,,,CHESSY,DESCONOCIDO,FRANCIA,NO,NO,
87720,LYON SAINT-EXUPERY TGV,45.7209127,5.0732481,,,LYON,,FRANCIA,NO,NO,LYON-
87810,VALENCE TGV,44.991545,4.978703,"Valence Cedex, 9",,VALENCE,,FRANCIA,NO,NO,VALFR
87814,AVIGNON TGV,43.921938,4.785813,Place de L' Europe,,AVIGNON,,FRANCIA,NO,NO,
87912,AIX EN PROVENCE TGV,43.455268,5.31723,"Route Departamentale, 9",,AIX EN PROVENCE,,FRANCIA,NO,NO,
91696,GANDÍA-BUS,,,,,GANDIA,VALENCIA/VALÈNCIA,ESPAÑA,NO,NO,
92102,TOLEDO,39.862272,-4.011244,"C/ Paseo de la Rosa, S/N",45006,TOLEDO,TOLEDO,ESPAÑA,NO,NO,
92124,MARBELLA-BUS,36.519532,-4.892532,,29602,MARBELLA,MÁLAGA,ESPAÑA,NO,NO,
92157,ESTEPONA-BUS,36.4303924,-5.1297807,,29689,ESTEPONA,MÁLAGA,ESPAÑA,NO,NO,
92201,DENIA-BUS,38.837466,0.105721,,3749,DÉNIA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
94002,DAIMIEL,39.061553,-3.604213,"C/ Estación Ferrocarril, S/N",13250,DAIMIEL,CIUDAD REAL,ESPAÑA,NO,NO,
94004,ALMAGRO,38.895323,-3.709777,"Paseo Estación Ferrocarril, S/N",13270,ALMAGRO,CIUDAD REAL,ESPAÑA,NO,NO,
94007,ERMENSINDE,,,,,ERMENSINDE,,PORTUGAL,NO,NO,
94014,TROFA,,,,,TROFA,,PORTUGAL,NO,NO,
94018,FARMALICAO,,,,,FARMALICAO,,PORTUGAL,NO,NO,
94021,NINE,41.45534,-8.54513,Calle de la Estacion,,NINE,,PORTUGAL,NO,NO,
94024,BARCELOS,,,,,BARCELOS,,PORTUGAL,NO,NO,
94029,BARROSELAS,,,,,BARROSELAS,,PORTUGAL,NO,NO,
94033,VIANA DA CASTELO,41.69517,-8.83134,Avda. Dos Combatentes da Grande Guerra,,VIANA DA CASTELO,,PORTUGAL,NO,NO,
94038,ANCORA PRAIA,,,,,ANCORA PRAIA,,PORTUGAL,NO,NO,
94042,CAMINHA,,,,,CAMINHA,,PORTUGAL,NO,NO,
94048,VILA NOVA DE CERVEIRA,,,,,VILA NOVA DE CERVEIRA,,PORTUGAL,NO,NO,
94346,PORTO CAMPANHA - O PORTO CAMPAÑA,41.1489,-8.58544,Rua da Estação,,O PORTO CAMPAÑA,,PORTUGAL,NO,NO,
94401,LISBOA-SANTA APOLONIA,38.713531,-9.123389,"Avda. Infante Dom Henrique, 1",,LISBOA,,PORTUGAL,NO,NO,LISBO
94404,LISBOA-ESTACIÓN ORIENTE,38.767785,-9.09812,Avda. Dom João Ii,,LISBOA,,PORTUGAL,NO,NO,LISBO
94428,ENTRONCAMT,39.461693,-8.474901,"Praça da República, 1",,ENTRONCAMT,,PORTUGAL,NO,NO,
94432,FÁTIMA,39.6533667,-8.4936547,,,FATIMA,,PORTUGAL,NO,NO,
94438,POMBAL,39.916525,-8.629916,Avda. Salgueiro Maia,,POMBAL,,PORTUGAL,NO,NO,
94452,COÍMBRA-B,40.224721,-8.440568,Rua do Padrão,,MÓSTOLES,,PORTUGAL,NO,NO,
94456,PAMPILHOSA,40.3384689,-8.4314274,,,PAMPILHOSA,,PORTUGAL,NO,NO,
94524,STA.COMBA,40.3910301,-8.1243789,Rua da Estação,,SANTA COMBA-DAO,,PORTUGAL,NO,NO,
94534,NELAS,40.530379,-7.849855,,,NELAS,,PORTUGAL,NO,NO,
94536,MANGUALDE,40.586419,-7.759352,Rua da Estação,,MANGUALDE,,PORTUGAL,NO,NO,
94543,CELORICO-BEIRA,40.665169,-7.382405,Largo da Estação de Caminhos de Ferro,,CELORICO-BEIRA,,PORTUGAL,NO,NO,
94546,VILA FRANCA DAS NAVES,40.7246609,-7.2581729,,,VILA FRANCA DAS NAVES,,PORTUGAL,NO,NO,
94551,GUARDA,40.5518551,-7.2396469,Largo 1º de Dezembro,,GUARDA,,PORTUGAL,NO,NO,
94563,VILAR FORMOSO,40.6061516,-6.8297919,Rua da Estação,,VILAR FORMOSO,,PORTUGAL,NO,NO,
94707,ABRANTES,39.440431,-8.194497,,,ABRANTES,,PORTUGAL,NO,NO,
94757,MARVAO,39.4493999,-7.3684144,,,MARVAO,,PORTUGAL,NO,NO,
95100,MUSEO-FERROCAR.,40.4003471,-3.6928278,Calle Cristo del Camino,28045,MADRID,MADRID,ESPAÑA,SI,NO,
96122,BARCELOS,41.53673,-8.60907,,,BARCELOS,,PORTUGAL,NO,NO,
97001,LA MOLINA - SKITREN,42.344684,1.955856,,,ALP,GIRONA,ESPAÑA,SI,NO,
97002,SARA BARAS,41.38737,2.168856,,,DESCONOCIDO,BARCELONA,ESPAÑA,SI,NO,
97003,TERRACOTA,41.38737,2.168856,,,DESCONOCIDO,BARCELONA,ESPAÑA,SI,NO,
97004,PORTAVE.FERRARI,41.0847081,1.1492886,,,DESCONOCIDO,BARCELONA,ESPAÑA,SI,NO,
97005,VILAFRANCA DEL PENEDÉS,41.3448584,1.7036746,,,VILAFRANCA DEL PENEDÈS,BARCELONA,ESPAÑA,SI,NO,
97009,PLAÇA CATALUNYA,41.3870194,2.1678584,,,BARCELONA,BARCELONA,ESPAÑA,SI,NO,
97011,PLAÇA CATALUNYA / BCN. SANTS,,,,,BARCELONA,BARCELONA,ESPAÑA,SI,NO,
97013,CALDES DE MALAVELLA-VICHY CATALÁN,41.841098,2.800765,,,CALDES DE MALAVELLA,GIRONA,ESPAÑA,SI,NO,
97015,PORTAVENTURA,41.0889239,1.1398316,,,SALOU,BARCELONA,ESPAÑA,SI,NO,
97016,FERRARYLAND,41.0847081,1.1492886,,,DESCONOCIDO,BARCELONA,ESPAÑA,SI,NO,
97017,SANT SADURNÍ D'ANOIA,41.419824,1.794186,,,SANT SADURNÍ D'ANOIA,BARCELONA,ESPAÑA,SI,NO,
97018,CARIBE PARK,41.0875559,1.1517695,,,,BARCELONA,ESPAÑA,SI,NO,
97100,PITIS,40.4954173,-3.7261603,"Calle Gloria Fuertes S/N, Pitis (Madrid)",28035,MADRID,MADRID,ESPAÑA,SI,NO,
97103,EL TEJAR,40.510827,-3.855407,,,ROZAS DE MADRID (LAS),MADRID,ESPAÑA,SI,NO,
97200,MIRASIERRA-PACO DE LUCÍA,40.499759,-3.7092505,"Calle del Monasterio de las Huelgas, S/N",28034,CANENCIA,MADRID,ESPAÑA,SI,NO,
97201,MADRID-RAMÓN Y CAJAL,40.4881473,-3.6948037,C/ San Modesto S/N,28034,MADRID,MADRID,ESPAÑA,SI,NO,
97639,JÁVEA-BUS,38.786635,0.165425,,3730,JÁVEA/XÀBIA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
98000,MADRID - ATOCHA CERCANÍAS,40.406528,-3.689373,,,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
98003,FUENTE DE LA MORA,40.48472,-3.6630608,"Calle Dulce Chacon, S/N",28050,MADRID,MADRID,ESPAÑA,SI,NO,
98103,ALCALÁ DE HENARES,40.489027,-3.365765,,,ALCALÁ DE HENARES,MADRID,ESPAÑA,SI,NO,
98147,MONZÓN-BUS,41.912705,0.190041,,22400,MONZÓN,HUESCA,ESPAÑA,NO,NO,
98148,BINÉFAR-BUS,41.8501043,0.2919428,,22500,BINÉFAR,HUESCA,ESPAÑA,NO,NO,
98304,VALDEBEBAS,40.4821016,-3.6162874,"Avda. de las Fuerzas Armadas, 322",28055,MADRID,MADRID,ESPAÑA,SI,NO,
98305,MADRID-AEROPUERTO T4,40.4924023,-3.5932297,Carretera M-12 - Terminal Aeropuerto T4 - Barajas (Madrid),28042,MADRID,MADRID,ESPAÑA,SI,NO,
99000,MADRID CERCANÍAS,40.406528,-3.689373,,,MADRID,MADRID,ESPAÑA,SI,NO,MADRI
99001,SANTA POLA-BUS,38.19635,-0.561425,,,SANTA POLA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
99002,LOS ARENALES-BUS,38.250061,-0.517078,,,ELCHE/ELX,ALICANTE/ALACANT,ESPAÑA,NO,NO,
99003,ALTET-BUS,38.27344,-0.539331,,,ELCHE/ELX,ALICANTE/ALACANT,ESPAÑA,NO,NO,
99004,GRAN ALACANT-BUS,,,,,SANTA POLA,ALICANTE/ALACANT,ESPAÑA,NO,NO,
99100,BARBASTRO-BUS,42.0353683,0.1207791,,22300,BARBASTRO,HUESCA,ESPAÑA,NO,NO,
99101,GRAUS-BUS,42.19165,0.341339,,22430,GRAUS,HUESCA,ESPAÑA,NO,NO,
99102,BENASQUE-BUS,42.604427,0.520992,,22440,BENASQUE,HUESCA,ESPAÑA,NO,NO,
